Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Itilite,2016,Bangalore,Travel & Saas,Platform for business travel,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India",13000000.0,Series B,2020-01-01
Morning Context,2016,Kochi,Digital Media,A subscription-only digital media publisher,Vamsi Krishna,Angel Investors,3000000.0,Seed Round,2020-01-01
Aavenir,2019,Ahmedabad,Saas,Source-to-Pay Software,Ashish Bhandari,Accel,2000000.0,Seed Round,2020-01-01
Savvy Co Op,2016,Bangalore,Healthcare,It connects patients with healthcare companies,Jen Horonjeff,Indie Vc,3000000.0,Series A,2020-01-01
Blive,2018,Ahmedabad,Tourism & Ev,"It offers experiential, guided tours on smart electric bikes","Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network,3000000.0,Pre series A,2020-01-01
Yellow Messenger,2016,Bangalore,Ai,It offers conversational chatbots,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners.",20000000.0,Series B,2020-01-01
Toch,2016,New Delhi,Media Tech,AI based Video object detection and Tagging platform,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,400000.0,Series C,2020-01-01
Ewar,2016,Bangalore,Gaming,E-sports and real-time gaming startup,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",200000.0,Seed,2020-01-01
Setu,2016,Thane,Fintech,"Offers open APIs across four categories: bills, savings, credit, and payments.","Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",14259000.0,Series A,2020-01-01
Wellthy Therapeutics,2016,Bangalore,Healthtech,It offers a digital therapeutics service,Abhishek Shah,Saama Capital,4000000.0,Pre series A,2020-01-01
Power Gummies,2018,Delhi,Health,Offers health supplements related gummies,Divij Bajaj,Venture Catalysts,3000000.0,Series A,2020-01-01
Locale Ai,2019,Bangalore,Location Analytics,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,"Rishabh Jain, Aditi Sinha",Better Capital,3000000.0,Pre series A,2020-01-01
Fareye,2016,Delhi,Logistics,"It enables businesses to execute, track, predict and oprimize the movements of goods","Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell Venture Capital, Eight Roads Venture",24500000.0,Series D,2020-01-01
Rebel Foods,2016,Gurgaon,Food Tech,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,50000000.0,Seed Round,2020-01-01
Bankbazaar,2008,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden Skt Venture Fund",3800000.0,Series D,2020-01-01
Porter,2014,Mumbai,Logistics,Logistics and fleet management,"Pranav Goel, Uttam Digga",Lightstone Global Funds,18370000.0,Series D,2020-01-01
Sugarbox,2016,Mumbai,Tech,Hyperlocal data distribution platform,Rohit Paranjpe,Zee Entertainment Enterprises Limited,68525000.0,Series C,2020-01-01
Capital Float,2013,Bangalore,Fintech,Online platform that provides working capital finance to SMEs,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja",4800000.0,Series F,2020-01-01
Big Basket,2016,Bangalore,E Store,Online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, Vs Sudhakar",Alibaba Holdings,60000000.0,Seed,2020-01-01
Amica,2016,Gujarat,Fintech,Neobanking startup,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital",2000000.0,Series C,2020-01-01
Vedantu,2016,Bangalore,Edtech,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital,12500000.0,Series C,2020-01-01
Fingerlix,2016,Noida,Food,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,","Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, Rb Investments.",1834000.0,Series B,2020-01-01
Plop,2016,Mumbai,Tech,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,"Vineet Shetty, Anushka Shetty","Better Capital, Letsventure, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",3000000.0,Angel Round,2020-01-01
Zupee,2018,Gurgaon,Gaming,It runs live quiz tournaments on its app.,"Malhi, Siddhant Saurabh",Matrix Partners,8000000.0,Series A,2020-01-01
Dehaat,2012,Haryana,Agritech,Online marketplace for farming services and products,Shashank Kumar,Sequoia Capital India,12000000.0,Series A,2020-01-01
Lido Learning,2016,Mumbai,Edtech,Online teaching service,Sahil Sheth,Bace Capital,7500000.0,Series B,2020-01-01
Aye Finance,2014,Gurugram,Fintech,A finance lender to SMEs,"Vikram Jetley, Sanjay Sharma",Undisclosed,23850000.0,Series C,2020-01-01
Swiggy,2014,Bangalore,Foodtech,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",43000000.0,Series A,2020-01-01
Akna Medical,2018,Kolkata,Healthtech,Provides supply solutions for surgical and pharmaceutical products.,"Saurabh Pandey, Mahadevan Narayanamoni",Lgt Lightstone Aspada,7000000.0,Series C,2020-01-01
Zomato,2016,Gurugram,Foodtech,Online food delivery and restaurant discovery platform,Deepinder Goyal,Pacific Horizon,5000000.0,Pre series A,2020-01-01
Rara Delivery,2016,Delhi,Logistics,Provides same day delivery service for ecommerce businesses,Karan Bhardwaj,"Der Shing Lim, 500 Startups",800000.0,Seed Round,2020-01-01
Juspay,2016,Bangalore,Fintech,Online payment solutions,Vimal Kumar,Vostok Emerging Finance,21600000.0,Series B,2020-01-01
Obviously Ai,2018,Ahmedabad,Data Science,It provides predictive insights to clients by leveraging their data,"Tapojit Debnath, Nirman Dave",Arka Venture Labs,3000000.0,Series B,2020-01-01
Fingpay,2016,Mumbai,Fintech,Provides payment solutions,"Pratyush Halen, Anuraag Agrawal",Ivycap Ventures,3500000.0,Series A,2020-01-01
Recko,2017,Bangalore,Saas,The platform enables AI-powered reconciliation of digital transactions,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,6000000.0,Series A,2020-01-01
Furlenco,2012,Bangalore,Ecommerce,Furniture rental startup,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox",10000000.0,Pre series A,2020-01-01
Mera Cashier,2019,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",150000.0,Series A,2020-01-01
Kitchens Centre,2019,Delhi,Logistics,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,Lakshay Jain,Angellist India,500000.0,Seed Round,2020-01-01
Camp K12,2016,Gurugram,Edtech,It connects students with tutors online,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, Saif Partners",4000000.0,Seed Round,2020-01-01
Medgenome,2013,Bangalore,Healthtech,Genetic diagnostic testing company,Sam Santhosh,Leapfrog Investments,55000000.0,Series D,2020-01-01
Ergos,2016,Bangalore,Agritech,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,"Kishor Jha, Praveen Kumar",Aavishkar Capital,4598000.0,Series B,2020-01-01
Nykaa,2012,Mumbai,Ecommerce,Deals in cosmetic and wellness products,Falguni Nayar,Steadview Capital,13137000.0,Seed,2020-01-01
Samadhan,2018,Delhi,Insurance,They help find solutions to insurance related issues,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts,3000000.0,Seed Round,2020-01-01
Sascan,2016,Bangalore,Healthcare,Cancer diagnostics startup,Subhash Narayanan,Unicorn India Ventures,3000000.0,Series B,2020-01-01
Lido Learning,2016,Mumbai,Edtech,Online teaching service,Sahil Sheth,"Pecus Capital, Madhur Deora",3000000.0,Seed,2020-01-01
Curefit,2016,Bangalore,Health And Fitness,"Integrated platform for food, fitness and meditation.","Mukesh Bansal, Ankit Nagori",Temasek,115000000.0,Series D,2020-01-01
Nimesa,2018,Bangalore,Saas,Cloud data managemnt solutions enterprise,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring Capital,3000000.0,Series C,2020-01-01
Design X,2016,Noida,Iot,Builds IoT based products,Preet Arjun Singh,Thinknext Llc,200000.0,Seed Round,2020-01-01
Driftly Electric,2016,Bangalore,Automobile,Electric vehicle startup,Sneha Roy,Mg Motor India,3000000.0,Series A,2020-01-01
Imstrong,2019,Bangalore,Fitness,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter,400000.0,Seed Round,2020-01-01
Craftsvilla,2016,Mumbai,Marketplace,Online marketplace for ethnic wear,Monica Gupta. Manoj Gupta,Supera Investments,3900000.0,Series C,2020-01-01
Rupifi,2020,Bangalore,Fintech,Offers financial products for SMEs,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma",3000000.0,Pre seed round,2020-01-01
Snackamor,2016,Mumbai,Food,It offers various healthy snacks,Deepak Grover,Undisclosed,3000000.0,Seed Round,2020-01-01
Zealthy,2019,Bangalore,Healthtech,"It connects women to healthproviders for specialities like infertility, maternity etc.,","Rishi Malhotra, Akhil Gupta","Kyt Ventures, First Cheque, Angellist",3000000.0,Seed Round,2020-01-01
Coindcx,2016,Kochi,Fintech,A cryptocurrency trading platform,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, Hdr Group",3000000.0,Series A,2020-01-01
Nunu Tv,2016,Indore,Media,Kids-focussed Youtube channel,Vamsi Krishna,Risers Accelerators,670000.0,Seed,2020-01-01
Qtalk,2016,Bangalore,Technology,Smart Phone Dialer,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners",1600000.0,Seed Round,2020-01-01
Shadez,2018,Mumbai,Interior & Decor,Paint Company,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,100000.0,Seed Round,2020-01-01
Excess2Sell,2016,Mumbai,Ecommerce,B2B Marketplace for Overstock & Surplus Inventory,Rajan Sharma,Gautham Madhavan,1000000.0,Series C,2020-01-01
Stanplus,2016,Hyderabad,Healthtech,Ambulance service,Prabhdeep Singh,Pegasus Fininvest,1500000.0,Pre series A,2020-01-01
Pitstop,2016,Bangalore,Automobile,Doorstep car service,Mihir Mohan Mishra,Tpg-Backed Group Landmark,2500000.0,Series A,2020-01-01
Univariety,2015,Hyderabad,Edtech,Online marketplace that provides career counselling and college guidance,Jaideep Gupta,Info Edge,1100000.0,Seed Round,2020-01-01
Peel Works,2010,Mumbai,Saas,E-commerce for corner/retail stores.,"Sachin Chhabra, Nidhi Ramachandran",Cesc Ventures,3000000.0,"Series C, D",2020-01-01
Corestack,2016,Chennai,Technology,Enterprise cloud governance technology startup,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar Nb",Naya Ventures,8500000.0,Series A,2020-01-01
Vivriti Capital,2017,Chennai,Fintech,Digital lending startup,"Gaurav Kumar, Vineet Sukumar",Lgt Lightstone Aspada,50000000.0,Series B,2020-01-01
Agnikul,2016,Chennai,Spacetech,"It designs, fabricates, tests and launch orbital class launch vehicles",Srinath Ravichandran,Pi Ventures,3148000.0,Pre series A,2020-01-01
Fintso,2020,California,Fintech,Wealth management platform,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2600000.0,Series C,2020-01-01
Khatabook,2016,Bangalore,Fintech,It helps SMEs to maintain their accounts and ledger online.,Ravish Naresh,Mahendra Singh Dhoni,3000000.0,Seed Round,2020-01-01
Smart Coin,2015,Haryana,Fintech,Consumer lending startup,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",Lgt Lightstoneaspada,7000000.0,Series A,2020-01-01
Zunroof,2016,Gurugram,Cleantech,"It specialises in solar rooftop design, installation, and management using technology","Pranesh Chaudhary, Sushant Sachan",Godrej Investments,3000000.0,Series A,2020-01-01
Shop101,2015,Kolkata,Social E-Commerce,Enables entrepreneurs to sell online,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",3900000.0,Series C,2020-01-01
Om Bhakti,2016,Bangalore,Fmcg,A puja cotton-wicks manufacturing startup,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts,3000000.0,Seed Round,2020-01-01
Lal10,2016,Uttar Pradesh,B2B,It helps Indian artisans and SMEs reach out to global retailers,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,1100000.0,Series B,2020-01-01
Anaxee Digital Runner,2016,Indore,Tech,A tech-enabled ID verification and data collection startup,"Govind Agrawal, Arti Agrawal",Orios Venture Partners,3000000.0,Series B,2020-01-01
Collegekhabri,2019,Bhopal,Edtech,Platform is an end-to-end college and career counselling platform for students,Arshi Khan,Vishal Dixit,3000000.0,Seed Round,2020-01-01
Ola Electric,2016,Bangalore,Emobility,Electric vehicle,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,1000000.0,Seed,2020-01-01
Multi Living,2016,Mumbai,Real Estate,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",Pankaj Singh,Lodha Ventures,6000000.0,Series A,2020-01-01
Fampay,2016,Bangalore,Fintech,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4700000.0,Seed Round,2020-01-01
Unboxrobotics Labs,2016,Bangalore,Automation Tech,Automated flexible parcel sorting solutions for logistics providers,Pramod Ghadge,"Arali Ventures, Ciie.Co",500000.0,Seed Round,2020-01-01
Karbon Card,2016,Bangalore,Fintech,Specialisde corporate cards for startups,"Pei-Fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta",2000000.0,Seed Round,2020-01-01
Airmeet,2016,Bangalore,Media & Networking,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups","Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India,3000000.0,Series B,2020-01-01
Innerchef,2016,Gurgaon,Foodtech,Cloud kitchen platform,Rajesh,Mistletoe,1000000.0,Pre series A,2020-01-01
Epigamia,2015,Mumbai,Fmcg,Flavoured and greek yoghurt brand,Rohan Mirchandani,Ka Enterprise,3000000.0,Series C,2020-01-01
Stylenook,2016,Mumbai,Ecommerce,Marketplace for fashionable apparel,Lathika Pai,"Lead Angels Network, Stanford Angels",3000000.0,Series A,2020-01-01
Callido Learning,2016,Mumbai,Edtech,Provides a structured educational approach to critical thinking and problem solving skills,Sriram Subramanian,Education Catalyst Fund,3000000.0,Seed,2020-01-01
Soxytoes,2016,Delhi,Ecommerce,Online store to buy various types of socks including funky and colorful socks,"Vidushi Kajaria, Aayush Goenka",Angel Network,3000000.0,Seed,2020-01-01
F5,2018,Delhi,E-Market,Retail Aggregator,"Raghav Arora, Lalit Kumar Aggarwal",Letsventure Investors,3000000.0,Seed Round,2020-01-01
Paper Boat,2013,Bangalore,Food & Beverages,Ecommerce platform for beverages and snacks,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0,Series A,2020-01-01
Strata,2019,Bangalore,Proptech,Real estate investment platform,"Sudarshan Lodha, Priyanka Rathore","Saif Partners, Mayfield India",1500000.0,Seed Round,2020-01-01
Salesken,2016,Bangalore,Ai & Data Science,Provides sales professionals with intelligence on various aspects of the sales pitch,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India,8000000.0,Series A,2020-01-01
Arya,2016,Noida,Agritech,Provides post-harvest services across the agricultural value chain,Prasanna Rao,Lgt Lightstone Aspada,6000000.0,Series B,2020-01-01
Leap Finance,2016,Bangalore,Fintech,Provides education loans to students based on the student’s future income,"Vaibhav Singh, Arnav Kumar",Sequoia India,5500000.0,Seed Round,2020-01-01
Sleepy Owl,2016,Delhi,Beverages,"It sells ready to drink cold brew coffees, brew boxes and packs.","Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital,3000000.0,Pre series A,2020-01-01
Tricog,2015,Bangalore,Healthtech,Provides virtual cardiology services through its AI-powered healthcare platforms,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","Utec-The University Of Tokyo Edge Capital, Aflac Ventures, Llc, Dream Incubator, Teamfund",10500000.0,Series B,2020-01-01
Gogobus,2016,Delhi,Travel Tech,Inter-City Mobility Startup,Amit Gupta,Ixigo,3000000.0,Seed Round,2020-01-01
Trell,2016,Bangalore,Social E-Commerce,Allows users to share their travel experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’S Surge, Fosun Rz",4000000.0,Pre series A,2020-01-01
Spaciya Consultants,2016,Noida,Real Estate,Real estate consultancy firms,Ajit Panda,Alok Garg,500000.0,Pre series A,2020-01-01
Bounce,2014,Bangalore,Automotive And Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",Innoven Capital,6500000.0,Series B,2020-01-01
Neeman,2017,Mumbai,Ecommerce,An eco-conscious footwear brand making comfortable shoes using Merino Wool,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,1000000.0,Pre series A,2020-01-01
Chqbook,2017,Gurugram,Fintech,"Marketplace for small business owners, offering them products around lending, credit cards etc","Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,5000000.0,Series A,2020-01-01
Smecorner,2014,Mumbai,Fintech,Financial lending firm to SMEs,"Bhatia, Sneha Shah",Paragon Partners,30000000.0,Series B,2020-01-01
Oda Class,2016,Bangalore,Edtech,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni","Li Yong, Shushant Srivastava",Yuanfudao,3000000.0,Pre series A,2020-01-01
Spinny,2015,Haryana,E-Tail,Used car retailing platform,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B,2020-01-01
Gostops,2012,Delhi,Accomodation,A premium chain of youth hostels catering to the millennials,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,3000000.0,Series C,2020-01-01
Umeed Housing,2016,Haryana,Fintech,Housing finance company,Ashutosh Sharma,Morgan Stanley Private Equity Asia,23000000.0,Series D,2020-01-01
Vogo,2016,Bangalore,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,20000000.0,Series C,2020-01-01
Flick Stree,2016,Mumbai,Ai & Media,Artificial intelligence-based video publishing network,Saurabh Singh,Samsung Venture Investment,3000000.0,Series A,2020-01-01
Qure Ai,2016,Mumbai,Healthtech,Provides interpretations of radiology scans,"Prashant Warier, Pooja Rao",Sequoia India,16000000.0,Series A,2020-01-01
Minionlabs,2016,Bangalore,Machine Learning,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,Gokul Shrinivas,Indian Angel Network,3000000.0,Pre series A,2020-01-01
Josh Talks,2015,Haryana,Media,Community of young individuals providing a platform to showcase their stories,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Pre series A,2020-01-01
Phoneparloan,2015,Delhi,Fintech,Provides easy loans,Ringaile Noq,Accelerator Mox,3000000.0,Series C,2020-01-01
Railyatri,2011,Noida,Travel,A complete Indian railways app,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation",13800000.0,Seed Round,2020-01-01
Ajnalens,2014,Thane,Deeptech,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence","Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (Mdavf)",1500000.0,Pre series A,2020-01-01
Pepper,2017,Mumbai,Content Marktplace,End to end content creation platform,Anirudh Singla And Rishabh Shekhar,"Kunal Bahl, Rohit Bansal",306900.0,Seed funding,2020-01-01
Rupeek,2015,Bangalore,Fintech,An asset backed online lending platform,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","Ggv Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0,Pre series A,2020-01-01
Imerit,2012,Kolkata,It,Turns information into data that is usable for machine learning processes,Radha Basu,Cdc Group Plc,20000000.0,Series B,2020-01-01
Bharatpe,2018,Delhi,Fintech,Digital payments platform,Ashneer Grover,Ribbit Capital,75000000.0,Series C,2020-01-01
Invideo,2016,Delhi,Visual Media,Video production and editing platform,Sanket Shah,Sequoia Capital’S Surge,2500000.0,Series A,2020-01-01
Avalonmeta,2017,Mumbai,Edtech,It combines higher education and competitive gaming,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays,420000.0,Series C,2020-01-01
Near Store,2016,Mumbai,Ecommerce,Enables a shop to create an online presence,Saurabh Saxena,Sauce.Vc,300000.0,Seed Round,2020-01-01
Electorq,2016,Delhi,Automobile,Electric vehicle startup,Anubhav Sharma,Advantedge,3000000.0,Seed Round,2020-01-01
Prayaan Capital,2016,Chennai,Fintech,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)","Madhan Mohan , Akash Chelvam",Accion Venture Lab,1200000.0,Seed Round,2020-01-01
Sanfe,2016,Delhi,Hygiene,Women health care and wellness product,"Archit Agarwal, Harry Sehrawat","Sucseed Venture Partners, Birac, Elixir Pharma, Titan Capital",1100000.0,Pre series A,2020-01-01
Go Desi,2018,Delhi,Foodtech,Provides traditional delicacies,Vinay Kothari,Rukam Capital,627300.0,Seed Round,2020-01-01
Swiggy,2014,Bangalore,Foodtech,Platform to order food online from restaurants and getting it delievered,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series A,2020-01-01
Whatfix,2014,Banglore,Saas,"Digital adoption platform that helps companies provide intuitive onboarding, training and support","Khadim Batti, Vara Kumar",Sequoia Capital India,32000000.0,Series C,2020-01-01
Unacademy,2010,Bangalore,Edtech,Platform that offers online education in India,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures",110000000.0,Series E,2020-01-01
Zvesta,2015,Gurugram,Proptech,An online platform where users can search and buy properties listed by developers and brokers,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures,5500000.0,Series B,2020-01-01
Dunzo,2014,Bangalore,Logistics,India-based hyperlocal delivery startup,Kabeer Biswas,Alteria Capital,11000000.0,Seed Round,2020-01-01
Digit Insurance,2016,Bangalore,Insurtech,General Insurance Company,Kamesh Goyal,"Virat Kohli, Anushka Sharma",340000.0,Seed Round,2020-01-01
Yolo,2019,Gurugram,Transport,Intercity transportation,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed funding,2020-01-01
Smartvizx,2015,Kochi,Vr & Saas,It developed India’s first VR-based design communication and collaboration product Trezi,"Tithi Tewari, Gautam Tewari",Rockstud Capital,1397000.0,Pre series A,2020-01-01
Maxwholesale,2016,Delhi,Ecommerce,B2B ecommerce platform for kirana stores,Samarth Agrawal,"Ian Fund-I,  Al Falaj Investment Company (Afi)",3000000.0,Series A,2020-01-01
Carbon Clean,2009,Chennai,Cleantech,Develops affordable carbon capture technology,"Aniruddha Sharma, Prateek Bumb","Wave Equity Partners, Chevron Technology Ventures, Marubeni Corporation.",16000000.0,Seed Round,2020-01-01
Onsitego,2016,Singapore,Sales & Services,It offers post-purchase services through a network of brand authorised service centres throughout the country,Mahipal,Zodius Growth Fund,19000000.0,Series B,2020-01-01
Genius Corner,2014,Noida,Edtech,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,Seed,2020-01-01
Planetspark,2016,Gurugram,Edtech,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels",448500.0,Series C,2020-01-01
Camcom,2017,Bangalore,Ai & Deep Learning,AI automation platform for enterprise quality control,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,",3000000.0,Seed,2020-01-01
Simsim,2016,Bangalore,Social Commerce,It enables community opinion influencers to sell products to thousands of micro-communities in India,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series B,2020-01-01
Shuttl,2015,Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",Sig Global India Fund,7975700.0,Series C,2020-01-01
Hooliv,2016,Delhi,Housing & Rentals,Student Co-living startup,"Chinmoy Mishra, Gaurav Vij, And Abhishek Verma",Kolte-Patil Family Office,3000000.0,Series B,2020-01-01
Classmonitor,2016,Indore,Edtech,The learning platform that blends curriculum-based activities for children,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,3000000.0,Seed,2020-01-01
Friyey,2016,Pune,Co-Working,Co working space startup,Yogesh Thore,Tarun Bhalla,3000000.0,Seed,2020-01-01
Oga,2016,Bangalore,Fitness,Provides interactive fitness experience to people across the world,Ashish Rawat,Inflection Point Ventures,330000.0,Pre series A,2020-01-01
Big Basket,2016,Bangalore,Estore,Online grocery store,"Abhinay Choudhari, Hari Menon, Vipul Parekh, Vs Sudhakar",Trifecta Capital,3500000.0,Series A,2020-01-01
Cyfirma,2016,Bangalore,Saas,Offer cybersecurity services,Ritesh Kumar,Z3 Partners,3000000.0,Series A,2020-01-01
Innoviti,2016,Bangalore,Foodtech,Digital payments solutions company,Rajeev Agrawal,Fmo,5000000.0,Series B,2020-01-01
Paytm Money,2010,Bangalore,Fintech,Wealth Management,Vijay Shekhar Sharma,One97 Communications,5600000.0,Series C,2020-01-01
Vedantu,2016,Bangalore,Edtech,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Ggv Capital,24000000.0,Series C,2020-01-01
Yap,2016,Chennai,Fintech,Banking and payment products-focused API platform,"Madhusudanan R, Muthukumar And Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta",1402000.0,Seed,2020-01-01
Clover,2016,Bangalore,Agritech,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,"Avinash Br, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",5500000.0,Series A,2020-01-01
Nova Credit,2016,Singapore,Fintech,Cross-border consumer credit startup,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",50000000.0,Series B,2020-01-01
Codingninjas,2016,Delhi,Edtech,Online learning platform,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd,5200000.0,Series A,2020-01-01
Furlenco,2011,Bangalore,Ecommerce,Furniture rental startup,Ajith Mohan Karimpana,Chowdry Associates,2200000.0,Series C,2020-01-01
Brick&Bolt,2018,Bangalore,Gaming,Operates in the residential construction space,"Jayesh Rajpurohit, Arpit Rajpurohit",Surge,1500000.0,Pre series A,2020-01-01
Hempstreet,2019,Singapore,Healthtech,Manufacturer of ayurvedic medicines based on cannabis,Abhishek Mohan,Pharmacon Holdings,1000000.0,Pre series A,2020-01-01
Moengage,2016,Bangalore,Marketing,Customer analytics and cross-channel engagement platform,"Raviteja Dodda, Yashwanth Kumar",Eight Roads Ventures,25000000.0,Series C,2020-01-01
