company,sector,amount,description,year,stage,location,founded,founders,investor
Rubix Data Sciences,IT startup,800000.0,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",2021,Seed,Mumbai,2018.0,Mohan Ramaswamy,Unknown
Locobuzz,Analytics,4000000.0,LocoBuzz is an analytics-based integrated marketing platform.,2021,Series A,Mumbai,2011.0,Vishal Agrawal,Yuj Ventures
We Founder Circle,FinTech,2000000.0,"A global platform of founders for founders offering investment, network and business opportunities.",2021,Pre-seed,Mumbai,2020.0,Neeraj Tyagi,Geekster
Haqdarshak,Finance,800000.0,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,2021,Pre-series A,Jaipur,2015.0,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures"
Celcius,Logistics,0.0,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,2021,Seed,Mumbai,2020.0,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures
Enthu.ai,AI startup,200000.0,Enthu.AI operates as a conversation intelligence startup.,2021,Unknown,Chandigarh,2020.0,"Tushar Jain, Vishal Verma",Appit Simple Infotek
Myelin Foundry,AI startup,1000000.0,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices",2021,Pre-series A,Bangalore,2019.0,"Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures
SuperOps.ai,AI startup,3000000.0,SuperOps.ai is an early stage startup in the MSP space.,2021,Seed,Chennai,2020.0,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital"
6Degree,Retail,1000000.0,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,2021,Unknown,Mumbai,2014.0,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners"
Teachmint,EdTech,16500000.0,Teachmint is an online learning platform that focuses on tutor-student connectivity.,2021,Series A,Bangalore,2020.0,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures"
Sarathi,Healthcare,100000.0,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",2021,Seed,Jodhpur,2020.0,Aditi Poyam,Unknown
Jidoka Technologies,Software,340000.0,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",2021,Seed,Chennai,2018.0,Sekar Udayamurthy,Unknown
Rapido,Transportation,43000000.0,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,2021,Series C,Bangalore,2015.0,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners"
BYJU'S,EdTech,150000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,Unknown,Bangalore,2011.0,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital"
ElasticRun,E-Commerce,75000000.0,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,Series D,Pune,2015.0,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital"
Avail Finance,FinTech,3000000.0,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,Debt,Bangalore,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India"
Nivesh,FinTech,1600000.0,Nivesh.com is a mass market mutual funds investment platform.,2021,Pre-series A,Noida,2016.0,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network"
Thingsup,IoT platform,1000000.0,Thingsup is an Enterprise Grade IoT Platform.,2021,Unknown,Pune,2020.0,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator
Arthya Wealth and Investments,FinTech,1000000.0,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,Pre-series A,Mumbai,2020.0,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna"
Zepto,E-Commerce,60000000.0,Grocery delivery startup,2021,Unknown,Mumbai,2021.0,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator"
Fi,Financial Services,50000000.0,Fi is a neo bank.,2021,Series B,Bangalore,2019.0,Sumit Gwalani,"Capital Group, Falcon Edge"
Kiko Live,Commerce,1000000.0,Video-based social commerce startup,2021,Pre-series A,Gurugram,2020.0,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra"
TurboHire,Computer software,0.0,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021,Unknown,Hyderabad,2019.0,Deepak Agrawal,"Arcilla, Samir Khosla"
The Hosteller,Hospitality,1000000.0,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,Pre-series A,Mumbai,2015.0,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
SatSure,Defense & Space,0.0,SatSure is an innovative decision analytics company,2021,Unknown,Bangalore,2017.0,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India
Ruptok Fintech,Financial Services,2000000.0,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,Pre-series A,New Delhi,2020.0,Ankur Gupta,Manuvel Malabar Jewellers
VilCart,Retail,2000000.0,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021,Unknown,Bangalore,2017.0,Prasanna Kumar,Nabventures
Dogsee Chew,Food & Beverages,7000000.0,100% Natural Dog Treats.,2021,Pre-series A,Bangalore,2015.0,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures
Advantage Club,HR Tech,3300000.0,Advantage Club is India's largest employee engagement platform.,2021,Pre-series A,Gurugram,2014.0,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
TRDR,Financial Services,150000.0,TRDR is an all-new approach to investing.,2021,Unknown,Bangalore,2020.0,Ricky Jacob,"Kunal Shah, Snehal Fulzele"
Zoomcar,Mobility,92000000.0,Zoomcar holds the distinction of being India’s first personal mobility platform,2021,Unknown,Bangalore,2012.0,Greg Moran,SternAegis Ventures
Leap India,Logistics & Supply Chain,10000000.0,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021,Unknown,Mumbai,2013.0,Anurag Malempati,CDC Group
SuperBottoms,Consumer Goods,400000.0,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2021,Unknown,Mumbai,2015.0,Pallavi Utagi,Alteria Capital
Cora Health,Health,600000.0,Social commerce marketplace for everyday health and wellness.,2021,Seed,Bangalore,2020.0,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network
Battery Smart,Renewables & Environment,7000000.0,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2021,Pre-series A,New Delhi,2019.0,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures"
The Good Glamm Group,Information Technology & Services,150000000.0,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021,Series D,Pune,2021.0,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures"
Mosaic Wellness,Health,24000000.0,A platform of digital first health clinics for men and women,2021,Series A,Mumbai,2019.0,Dhyanesh Shah,Sequoia
CloudFiles,SaaS startup,300000.0,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021,Pre-seed,Bangalore,2020.0,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital
The Viral Fever,Entertainment,2000000.0,India's leading digital entertainment network.,2021,Unknown,Mumbai,2012.0,Arunabh Kumar,BlackSoil
Xpand,Retail,1500000.0,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021,Pre-series A,New Delhi,2021.0,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
Troo Good,E-Commerce,7000000.0,An FMCG company selling nutritious products at an affordable price points.,2021,Series A,Hyderabad,2018.0,Raju Bhupati,OAKS Asset Management
Prodo,Business Supplies & Equipment,300000.0,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021,Pre-seed,New Delhi,2021.0,"Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture"
Unnati,FinTech,7000000.0,Fintech powered digital agri ecosystem,2021,Series A,Noida,2019.0,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios"
Lysto,NFT,3000000.0,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021,Seed,Bangalore,2021.0,Sadiq Ahamed,BEENEXT
Wakefit,Furniture,20000000.0,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2021,Series C,Bangalore,2014.0,"Ankit Garg, Chaitanya Ramalingegowda",SIG
Buyofuel,Oil & Energy,100000.0,Green Fuels Marketplace,2021,Seed,Coimbatore,2020.0,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures
ElectricPe,EV,3000000.0,India's largest Electric Vehicle Charging Platform,2021,Seed,Bangalore,2021.0,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund"
Vayana Network,Financial Services,30000000.0,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2021,Series C,Pune,2017.0,Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
Valuationary,E-Learning,100000.0,EdTech platform upskilling candidates to bag deserving finance job roles.,2021,Pre-seed,Surat,2020.0,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana"
Knocksense,Online Media,150000.0,Knocksense is a local news and recommendations platform.,2021,Unknown,Lucknow,2016.0,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels"
Petpooja,Information Technology & Services,4500000.0,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2021,Unknown,Ahmedabad,2011.0,"Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan"
Wingreens Farms,Food & Beverages,17000000.0,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2021,Unknown,Gurugram,2011.0,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network"
Doola,Company-as-a-Service,3000000.0,The ultimate One-Stop-Shop™? to help US and Non-US Founders to turn an idea into their dream US Business,2021,Unknown,New York,2020.0,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners
EyeMyEye,Eyewear,2000000.0,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021,Pre-series A,Gurugram,2021.0,Ganesh Iyer,2000000
Bombay Hemp Company,Textiles,2000000.0,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2021,Unknown,Mumbai,2013.0,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
DGV,Information Technology & Services,3000000.0,NeoBanking for Bharat,2021,Pre-series A,Bangalore,2019.0,Ragavan Venkatesan,"Info Edge Ventures, Omnivore"
GuardianLink,Information Technology & Services,12000000.0,Building tech infrastructure to help NFT commerce go mainstream,2021,Series A,Chennai,2017.0,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital
Clinikk,Hospital & Health Care,4000000.0,Transforming health insurance by building India's first managed care model,2021,Pre-series A,Bangalore,2016.0,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures
Toplyne,Computer software,2500000.0,Toplyne helps sales teams at product-led companies convert their freemium users!,2021,Unknown,Bangalore,2021.0,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund"
Mensa,D2C,135000000.0,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,Series B,Bangalore,2021.0,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital"
GENLEAP,Professional Training & Coaching,8000000.0,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021,Seed,Haryana,2021.0,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh"
Planys,Maritime,1600000.0,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021,Pre-series A,Chennai,2015.0,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell"
Wonderchef,Consumer Goods,20000000.0,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021,Unknown,Mumbai,2009.0,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
GoKwik,Information Technology & Services,15000000.0,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021,Series A,New Delhi,2020.0,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India
Velocity,Financial Services,20000000.0,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021,Series A,Bangalore,2020.0,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures
SalaryBox,Financial Services,4000000.0,SalaryBox is solution that makes employee management effortless.,2021,Seed,Gurugram,2020.0,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
Boingg,Furniture,200000.0,D2C furniture brand,2021,Seed,Gurugram,2019.0,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures
Better Capital,Venture Capital & Private Equity,15000000.0,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021,Unknown,Santra,2006.0,Vaibhav Domkundwar,Unknown
Tickertape,Financial Services,5000000.0,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021,Unknown,Bangalore,2019.0,Ujjwal Ankur,Smallcase
Zenpay Solutions,Financial Services,0.0,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021,Unknown,New Delhi,2019.0,Ankit Bhargava,"The StarupLab, AngelBay"
Disprz,E-Learning,13000000.0,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021,Series B,Mumbai,2015.0,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital"
Arbo Works,Computer software,0.0,Finance technology,2021,Unknown,"Mountain View, CA",2021.0,Caesar Sengupta,Sequoia Capital
Inzpira,E-Learning,300000.0,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021,Seed,Trivandrum,2021.0,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate"
Defy,Financial Services,5500000.0,Building India's first social crypto exchange,2021,Unknown,Bangalore,2021.0,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
Mindhouse,Health,6000000.0,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,Seed,Gurugram,2019.0,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst"
Homversity,Housing Marketplace,155000.0,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,Unknown,Ahmedabad,2017.0,Saurav Kumar Sinha,Unknown
Toppersnotes,Education Management,1000000.0,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,Seed,Jaipur,2015.0,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures
NoBroker.com,Real Estate,2100000.0,NoBroker is a disruptive force in the Real Estate Industry.,2021,Series E,Bangalore,2014.0,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures"
Haber,Industrial Automation,20000000.0,"Real-time, automated insights to increase plant efficiency",2021,Series B,Pune,2017.0,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital
True Balance,Financial Services,30000000.0,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,Unknown,Gurugram,2014.0,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
Recordent,Financial Services,400000.0,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,Unknown,Hyderabad,2018.0,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
Koparo,Consumer Goods,700000.0,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,Seed,New Delhi,2020.0,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
Indifi,Financial Services,40000000.0,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,Unknown,Gurugram,2015.0,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
Settl,Real Estate,500000.0,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,Seed,Bangalore,2020.0,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle"
Park+,Tech Startup,25000000.0,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,Series B,New Delhi,2019.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners"
Simple Energy,Automotive,21000000.0,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,Pre-series,Bangalore,2019.0,Suhas Rajkumar,Unknown
Dream Sports,Sports,840000000.0,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,Unknown,Mumbai,2008.0,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
Spinny,Automotive,248000000.0,Spinny is a new age used car end-to-end platform in India.,2021,Series E,Gurugram,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global"
Rentomojo,Furniture Rental,10000000.0,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,Unknown,Bangalore,2014.0,Geetansh Bamania,"Accel, Bain Capital"
Slice,Financial Services,220000000.0,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,Series B,Bangalore,2015.0,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners"
21K School,E-Learning,5000000.0,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,Pre-series A,Bangalore,2020.0,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala
Adda247,E-Learning,20000000.0,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,Series B,Gurugram,2016.0,"Anil Nagar, Saurabh Bansal",WestBridge Capital
Loop Health,Hospital & Health Care,12000000.0,India's first health insurance with unlimited primary care for employees.,2021,Unknown,Pune,2018.0,"Amrit Singh, Mayank Kale","Elevation, General Catalyst"
Rupifi,Financial Services,1000000.0,Embedded Lending for Small Businesses,2021,Debt,Bangalore,2020.0,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital
RENEE Cosmetics,Cosmetics,1500000.0,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,Pre-series A,Ahmedabad,2019.0,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns"
Svish,Consumer Goods,400000.0,D2C personal hygiene startup,2021,Seed,Gurugram,2020.0,"Ishan, Jaideep Mahajan",Nueva
Progcap,FinTech,30000000.0,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,Series C,New Delhi,2016.0,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global
Smartstaff,Recruitment,4300000.0,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,Unknown,Bangalore,2020.0,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners"
D’Moksha Homes,Textiles,570000.0,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,Seed,Mumbai,2020.0,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat"
ANS Commerce,E-Commerce,2200000.0,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,Pre-series A,Gurugram,2017.0,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts"
Mobileware Technologies,Information Technology & Services,4700000.0,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,Unknown,Mumbai,2008.0,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services
GramCover,Insurance,7000000.0,GramCover is a tech-enabled insurance marketplace for rural India.,2021,Series A,Noida,2016.0,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures"
BYJU'S,EdTech,300000000.0,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,Unknown,Bangalore,2011.0,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss"
Hyperface,Information Technology & Services,1300000.0,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,Unknown,Bangalore,2021.0,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital"
Licious,Food & Beverages,52000000.0,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,Series G,Bangalore,2015.0,"Vivek Gupta, Abhay",Unknown
Chalo,Mobility,40000000.0,India’s #1 bus transport technology company.,2021,Series C,Mumbai,2014.0,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital"
Kaar Technologies,Information Technology & Services,4000000.0,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,Unknown,Chennai,2005.0,Maran Nagarajan,BlackSoil
Kissan Pro,Farming,0.0,"Full stack solution on agri advisory, input purchase and market linkage",2021,Unknown,Jharkhand,2021.0,Ravi Dasoundhi,EKKI
Sunstone Eduversity,EdTech,28000000.0,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,Series B,Gurugram,2011.0,"Ashish Munjal, Piyush Nangru",WestBridge Capital
Ozonetel,Telecommunications,5000000.0,Ozonetel is leading Cloud Telephony solution provider.,2021,Series A,Hyderabad,2007.0,"CSN Murthy, Atul Sharma",Stakeboat Capital
CoinSwitch Kuber,Crypto,260000000.0,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,Series C,Bangalore,2017.0,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz"
Pazcare,Insurance,3500000.0,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,Seed,Bangalore,2020.0,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital"
kWh Bikes,Automotive,2000000.0,Building India’s strongest and smartest electric 2 wheelers,2021,Seed,Bangalore,2020.0,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital"
IBSFINtech,Information Technology & Services,1000000.0,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021,Pre-series A,Bangalore,2006.0,"C M Grover, TM Manjunath",Unknown
LeadSquared,Computer software,0.0,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021,Unknown,Bangalore,2011.0,Nilesh Patel,International Finance Corporation
Phool.co,Renewables & Environment,0.0,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021,Unknown,Kanpur,2017.0,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation"
Twin Health,Health,140000000.0,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021,Series C,Chennai,2018.0,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors"
Trica,Equity Management,3000000.0,Powering private markets - A technology platform for startups and investors.,2021,Seed,Mumbai,2021.0,Nimesh Kampani,LetsVenture
mHealth,Health,0.0,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021,Seed,New Delhi,2020.0,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator
Rebel Foods,Cloud Kitchen,175000000.0,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021,Series F,Mumbai,2011.0,"Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority
ProfitWheel,Marketing & Advertising,3000000.0,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021,Seed,Mumbai,2020.0,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani"
Log 9 Materials,Nanotechnology,2000000.0,Log9 Materials is on a mission to make global energy 100% clean.,2021,Unknown,Bangalore,2014.0,Akshay Singhal,Petronas Ventures
Chingari,Entertainment,19000000.0,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021,Unknown,Bangalore,2018.0,Sumit Ghosh,Solana
Ishitva,Computer software,1000000.0,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,Pre-series A,Ahmedabad,2018.0,Jitesh Dadlani,Inflection Point Ventures
Ola Electric,Automotive,200000000.0,Sustainability for the future.,2021,Unknown,Bangalore,2017.0,Bhavish Aggarwal,"Falcon Edge, Softbank"
leap.club,Community,810000.0,A community-led professional network for women,2021,Pre-series A,Gurugram,2014.0,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah"
F5,Retail,600000.0,One-Stop Solution for Daily Workplace Needs,2021,Pre-series A,New Delhi,2018.0,"Raghav Arora, Lalit Aggarwal",Auxano Capital
ForeignAdmits,Higher Education,400000.0,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021,Seed,Bangalore,2018.0,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures
SALT,Financial Services,500000.0,Salt is a neo-banking experience created to cater to international businesses.,2021,Pre-seed,Bangalore,2019.0,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus"
EarnWealth,Financial Services,500000.0,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021,Pre-series A,Pune,2014.0,Rajesh P Nair,Unknown
Visit Health,Health,7500000.0,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",2021,Unknown,New Delhi,2015.0,"Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies
